QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	Fold
A2A_LIGANDS_2556	8.68	8.129	4.0
A2A_LIGANDS_1478	7.14	6.456	4.0
A2A_LIGANDS_2061	4.59	5.586	4.0
A2A_LIGANDS_600	5.85	6.482	4.0
A2A_LIGANDS_1297	5.41	6.412	4.0
A2A_LIGANDS_2888	5.33	5.212	4.0
A2A_LIGANDS_3556	6.34	7.122	4.0
A2A_LIGANDS_1528	6.01	5.908	4.0
A2A_LIGANDS_459	6.35	6.81	4.0
A2A_LIGANDS_2391	6.973	6.287	4.0
A2A_LIGANDS_1238	8.52	8.396	4.0
A2A_LIGANDS_860	7.28	7.054	4.0
A2A_LIGANDS_2459	4.8	4.674	5.0
A2A_LIGANDS_2699	7.04	6.982	5.0
A2A_LIGANDS_436	8.27	8.55	5.0
A2A_LIGANDS_2812	8.52	8.702	5.0
A2A_LIGANDS_2297	9.08	9.116	5.0
A2A_LIGANDS_3787	6.0	6.844	5.0
A2A_LIGANDS_3472	7.04	8.034	5.0
A2A_LIGANDS_0	8.68	8.348	5.0
A2A_LIGANDS_1084	6.67	7.556	5.0
A2A_LIGANDS_4000	6.4	6.096	5.0
A2A_LIGANDS_2860	8.37	7.996	5.0
A2A_LIGANDS_929	5.48	5.294	5.0
A2A_LIGANDS_246	5.96	6.996	5.0
A2A_LIGANDS_3708	4.93	4.916	5.0
A2A_LIGANDS_2270	7.15	7.206	5.0
A2A_LIGANDS_2167	8.63	7.548	5.0
A2A_LIGANDS_2972	7.77	7.252	5.0
A2A_LIGANDS_2922	8.2	9.415	5.0
A2A_LIGANDS_3303	7.55	8.25	5.0
A2A_LIGANDS_2941	7.38	7.745	5.0
A2A_LIGANDS_3223	8.64	8.292	5.0
A2A_LIGANDS_570	6.07	5.908	5.0
A2A_LIGANDS_1213	7.06	6.742	5.0
A2A_LIGANDS_3660	8.92	8.911	5.0
A2A_LIGANDS_1775	6.4	6.238	5.0
A2A_LIGANDS_2144	6.47	6.654	5.0
A2A_LIGANDS_2562	7.85	7.346	5.0
A2A_LIGANDS_491	6.74	7.357	5.0
A2A_LIGANDS_3640	9.05	8.866	5.0
A2A_LIGANDS_2117	5.98	5.828	5.0
A2A_LIGANDS_547	6.75	6.506	5.0
A2A_LIGANDS_611	6.7	7.284	5.0
A2A_LIGANDS_3181	5.3	5.75	5.0
A2A_LIGANDS_2535	6.91	6.612	5.0
A2A_LIGANDS_2025	7.37	7.194	5.0
A2A_LIGANDS_3756	7.98	7.678	5.0
A2A_LIGANDS_3084	7.01	6.678	5.0
A2A_LIGANDS_867	5.99	6.27	5.0
A2A_LIGANDS_1598	7.8	8.014	5.0
A2A_LIGANDS_59	5.61	6.256	5.0
A2A_LIGANDS_2340	6.4	6.052	5.0
A2A_LIGANDS_187	6.9	5.942	5.0
A2A_LIGANDS_3757	7.29	7.36	5.0
A2A_LIGANDS_535	6.0	6.489	5.0
A2A_LIGANDS_601	6.8	6.692	5.0
A2A_LIGANDS_111	9.15	9.362	5.0
A2A_LIGANDS_22	5.68	6.218	5.0
A2A_LIGANDS_460	7.92	8.113	5.0
A2A_LIGANDS_3989	4.71	5.59	5.0
A2A_LIGANDS_2639	7.4	7.122	5.0
A2A_LIGANDS_2031	7.1	7.732	5.0
A2A_LIGANDS_2307	9.22	9.009	5.0
A2A_LIGANDS_3653	7.1	6.783	5.0
A2A_LIGANDS_3204	7.52	7.318	5.0
A2A_LIGANDS_1251	7.17	6.724	5.0
A2A_LIGANDS_276	7.94	8.36	5.0
A2A_LIGANDS_2247	6.06	6.352	5.0
A2A_LIGANDS_1407	6.82	6.34	5.0
A2A_LIGANDS_1987	6.79	6.5	5.0
A2A_LIGANDS_2505	5.14	5.452	5.0
A2A_LIGANDS_4024	8.68	8.08	5.0
A2A_LIGANDS_4043	7.5	7.442	5.0
A2A_LIGANDS_2578	5.38	5.256	5.0
A2A_LIGANDS_2827	7.58	7.446	5.0
A2A_LIGANDS_3702	6.48	6.704	5.0
A2A_LIGANDS_1103	8.05	7.777	5.0
A2A_LIGANDS_3866	5.4	7.322	5.0
A2A_LIGANDS_456	7.3	7.258	5.0
A2A_LIGANDS_2366	7.34	6.389	5.0
A2A_LIGANDS_2495	5.44	5.556	5.0
A2A_LIGANDS_1760	8.51	7.774	5.0
A2A_LIGANDS_3962	6.15	6.772	5.0
A2A_LIGANDS_1833	7.46	7.908	5.0
A2A_LIGANDS_1952	5.0	4.746	5.0
A2A_LIGANDS_237	6.29	6.609	5.0
A2A_LIGANDS_1602	8.19	8.283	5.0
A2A_LIGANDS_41	5.9	7.316	5.0
A2A_LIGANDS_3358	7.32	7.909	5.0
A2A_LIGANDS_3496	6.09	6.48	5.0
A2A_LIGANDS_2770	9.15	8.896	5.0
A2A_LIGANDS_3034	5.73	6.638	5.0
A2A_LIGANDS_2641	5.8	6.926	5.0
A2A_LIGANDS_1494	6.46	8.437	5.0
A2A_LIGANDS_2720	7.41	7.014	5.0
A2A_LIGANDS_1005	6.745	6.633	5.0
A2A_LIGANDS_1765	6.78	6.864	5.0
A2A_LIGANDS_1554	5.2	6.092	5.0
A2A_LIGANDS_589	9.52	9.114	5.0
A2A_LIGANDS_649	7.35	7.422	5.0
A2A_LIGANDS_3714	9.72	8.554	5.0
A2A_LIGANDS_660	8.96	9.362	5.0
A2A_LIGANDS_2016	5.43	5.642	5.0
A2A_LIGANDS_2968	5.41	7.608	5.0
A2A_LIGANDS_3398	7.5	7.336	5.0
A2A_LIGANDS_1399	6.29	6.282	5.0
A2A_LIGANDS_297	5.94	7.016	5.0
A2A_LIGANDS_2121	6.64	6.399	5.0
A2A_LIGANDS_1264	5.48	5.452	5.0
A2A_LIGANDS_958	10.52	8.622	5.0
A2A_LIGANDS_908	6.63	6.232	5.0
A2A_LIGANDS_1286	5.86	7.03	5.0
A2A_LIGANDS_4068	6.85	7.849	5.0
A2A_LIGANDS_1894	6.22	6.01	5.0
A2A_LIGANDS_3715	9.145	9.085	5.0
A2A_LIGANDS_1837	7.955	7.54	5.0
A2A_LIGANDS_3319	4.98	4.942	5.0
A2A_LIGANDS_841	6.62	6.516	5.0
A2A_LIGANDS_916	6.18	5.984	5.0
A2A_LIGANDS_493	7.12	7.447	5.0
A2A_LIGANDS_687	9.04	9.093	5.0
A2A_LIGANDS_360	8.22	8.283	5.0
A2A_LIGANDS_1170	7.23	6.294	5.0
A2A_LIGANDS_986	6.55	6.708	5.0
A2A_LIGANDS_1381	8.4	8.18	5.0
A2A_LIGANDS_1375	6.48	6.502	5.0
A2A_LIGANDS_668	8.89	7.542	5.0
A2A_LIGANDS_3210	6.19	5.52	5.0
A2A_LIGANDS_1359	7.4	7.336	5.0
A2A_LIGANDS_307	6.155	6.926	5.0
A2A_LIGANDS_1317	7.83	8.495	5.0
A2A_LIGANDS_3097	8.85	8.918	5.0
A2A_LIGANDS_3283	7.6	7.734	5.0
A2A_LIGANDS_2183	6.71	6.824	5.0
A2A_LIGANDS_1628	6.53	7.69	5.0
A2A_LIGANDS_269	8.55	7.68	5.0
A2A_LIGANDS_300	6.12	6.658	5.0
A2A_LIGANDS_2843	7.75	6.952	5.0
A2A_LIGANDS_1525	6.22	6.871	5.0
A2A_LIGANDS_3999	8.7	8.468	5.0
A2A_LIGANDS_3691	7.58	7.895	5.0
A2A_LIGANDS_1797	5.39	5.296	5.0
A2A_LIGANDS_1441	6.26	5.762	5.0
A2A_LIGANDS_4052	8.8	8.935	5.0
A2A_LIGANDS_3705	5.41	7.467	5.0
A2A_LIGANDS_808	5.22	5.369	5.0
A2A_LIGANDS_1883	8.09	6.918	5.0
A2A_LIGANDS_316	9.09	7.869	5.0
A2A_LIGANDS_105	6.62	7.194	5.0
A2A_LIGANDS_2736	8.74	8.458	5.0
A2A_LIGANDS_2633	5.49	5.848	5.0
A2A_LIGANDS_3357	7.26	6.522	5.0
A2A_LIGANDS_3683	5.88	8.05	5.0
A2A_LIGANDS_1763	6.32	6.482	5.0
A2A_LIGANDS_519	6.69	7.758	5.0
A2A_LIGANDS_3285	6.5	6.332	5.0
A2A_LIGANDS_1083	7.66	7.96	5.0
A2A_LIGANDS_4023	6.85	7.466	5.0
A2A_LIGANDS_1453	6.98	7.11	5.0
A2A_LIGANDS_2126	9.194	6.908	5.0
A2A_LIGANDS_2257	7.19	6.644	5.0
A2A_LIGANDS_885	6.39	6.416	5.0
A2A_LIGANDS_1007	6.16	6.474	5.0
A2A_LIGANDS_1193	5.47	5.706	5.0
A2A_LIGANDS_2725	6.2	6.854	5.0
A2A_LIGANDS_983	6.71	6.68	5.0
A2A_LIGANDS_1560	7.55	7.408	5.0
A2A_LIGANDS_2594	9.0	7.924	5.0
A2A_LIGANDS_892	7.07	6.608	5.0
A2A_LIGANDS_771	5.0	5.546	5.0
A2A_LIGANDS_1325	8.3	7.936	5.0
A2A_LIGANDS_806	5.58	6.792	5.0
A2A_LIGANDS_3822	5.78	5.95	5.0
A2A_LIGANDS_250	7.18	6.937	5.0
A2A_LIGANDS_390	7.39	7.184	5.0
A2A_LIGANDS_3961	5.07	7.108	5.0
A2A_LIGANDS_1750	8.82	8.688	5.0
A2A_LIGANDS_338	8.7	8.021	5.0
A2A_LIGANDS_2711	8.7	9.368	5.0
A2A_LIGANDS_3047	4.75	5.88	5.0
A2A_LIGANDS_3163	6.49	6.619	5.0
A2A_LIGANDS_3495	7.44	7.994	5.0
A2A_LIGANDS_1040	8.21	8.154	5.0
A2A_LIGANDS_3216	7.06	7.234	5.0
A2A_LIGANDS_28	6.83	6.278	5.0
A2A_LIGANDS_1845	6.92	7.746	5.0
A2A_LIGANDS_701	6.46	6.984	5.0
A2A_LIGANDS_2051	7.05	7.014	5.0
A2A_LIGANDS_236	8.4	7.264	5.0
A2A_LIGANDS_1387	8.1	7.348	5.0
A2A_LIGANDS_3012	6.68	7.104	5.0
A2A_LIGANDS_3450	6.52	7.432	5.0
A2A_LIGANDS_706	8.62	8.367	5.0
A2A_LIGANDS_1308	6.19	6.993	5.0
A2A_LIGANDS_3375	7.55	7.518	5.0
A2A_LIGANDS_181	6.6	7.608	5.0
A2A_LIGANDS_1287	4.98	4.834	5.0
A2A_LIGANDS_3607	6.255	6.138	5.0
A2A_LIGANDS_2332	5.56	6.598	5.0
A2A_LIGANDS_989	5.25	5.856	5.0
A2A_LIGANDS_1724	6.81	6.956	5.0
A2A_LIGANDS_3160	6.37	6.444	5.0
A2A_LIGANDS_24	7.32	6.466	5.0
A2A_LIGANDS_827	6.24	6.898	5.0
A2A_LIGANDS_2188	6.75	7.256	5.0
A2A_LIGANDS_2990	7.01	6.932	5.0
A2A_LIGANDS_1658	6.43	6.104	5.0
A2A_LIGANDS_1857	7.51	6.84	5.0
A2A_LIGANDS_2438	5.99	6.254	5.0
A2A_LIGANDS_1669	5.13	6.0	5.0
A2A_LIGANDS_1046	8.0	7.15	5.0
A2A_LIGANDS_1888	5.97	6.202	5.0
A2A_LIGANDS_615	9.3	9.44	5.0
A2A_LIGANDS_3981	6.95	6.21	5.0
A2A_LIGANDS_2136	7.116	7.226	5.0
A2A_LIGANDS_724	7.6	8.314	5.0
A2A_LIGANDS_3363	6.13	6.96	5.0
A2A_LIGANDS_1855	7.275	6.991	5.0
A2A_LIGANDS_2376	7.7	7.336	5.0
A2A_LIGANDS_320	5.34	5.434	5.0
A2A_LIGANDS_138	7.36	6.956	5.0
A2A_LIGANDS_319	8.72	8.69	5.0
A2A_LIGANDS_3670	7.05	7.316	5.0
A2A_LIGANDS_193	8.85	8.222	5.0
A2A_LIGANDS_2590	7.53	6.586	5.0
A2A_LIGANDS_2563	8.22	7.79	5.0
A2A_LIGANDS_2362	6.05	6.608	5.0
A2A_LIGANDS_3279	6.11	6.55	5.0
A2A_LIGANDS_2075	10.8	9.262	5.0
A2A_LIGANDS_2410	5.44	7.072	5.0
A2A_LIGANDS_3004	8.3	7.909	5.0
A2A_LIGANDS_27	7.96	8.134	5.0
A2A_LIGANDS_1079	7.85	7.63	5.0
A2A_LIGANDS_2692	6.85	8.516	5.0
A2A_LIGANDS_603	5.92	6.634	5.0
A2A_LIGANDS_671	5.16	5.58	5.0
A2A_LIGANDS_92	5.26	6.446	5.0
A2A_LIGANDS_2173	6.46	6.574	5.0
A2A_LIGANDS_2231	5.83	7.159	5.0
A2A_LIGANDS_2017	7.1	7.146	5.0
A2A_LIGANDS_2900	7.3	7.357	5.0
A2A_LIGANDS_3897	4.99	5.706	5.0
A2A_LIGANDS_3538	5.8	6.446	5.0
A2A_LIGANDS_2081	7.3	6.218	5.0
A2A_LIGANDS_3721	6.94	6.668	5.0
A2A_LIGANDS_1469	4.92	5.938	5.0
A2A_LIGANDS_4060	6.75	7.24	5.0
A2A_LIGANDS_3885	8.62	8.33	5.0
A2A_LIGANDS_1838	6.51	6.078	5.0
A2A_LIGANDS_2956	5.43	5.563	5.0
A2A_LIGANDS_2036	4.75	4.84	5.0
A2A_LIGANDS_1946	4.68	4.54	5.0
A2A_LIGANDS_967	7.4	6.984	5.0
A2A_LIGANDS_1396	6.43	5.903	5.0
A2A_LIGANDS_1549	7.05	6.512	5.0
A2A_LIGANDS_1250	7.23	7.206	5.0
A2A_LIGANDS_79	6.83	6.678	5.0
A2A_LIGANDS_894	7.34	7.248	5.0
A2A_LIGANDS_90	6.59	6.882	5.0
A2A_LIGANDS_3141	6.56	7.531	5.0
A2A_LIGANDS_510	5.19	4.85	5.0
A2A_LIGANDS_2076	9.22	8.966	5.0
A2A_LIGANDS_2982	7.39	7.654	5.0
A2A_LIGANDS_2156	7.18	7.158	5.0
A2A_LIGANDS_2938	8.23	7.68	5.0
A2A_LIGANDS_2995	5.78	5.6	5.0
A2A_LIGANDS_3096	7.88	7.546	5.0
A2A_LIGANDS_3711	8.15	8.252	5.0
A2A_LIGANDS_2109	8.107	8.169	5.0
A2A_LIGANDS_3548	6.73	6.052	5.0
A2A_LIGANDS_2710	6.19	5.982	5.0
A2A_LIGANDS_2444	7.8	6.78	5.0
A2A_LIGANDS_284	8.04	7.418	5.0
A2A_LIGANDS_3812	7.35	6.908	5.0
A2A_LIGANDS_3325	8.11	7.978	5.0
A2A_LIGANDS_3641	5.87	5.794	5.0
A2A_LIGANDS_3356	6.39	6.156	5.0
A2A_LIGANDS_996	7.2	6.742	5.0
A2A_LIGANDS_580	6.17	7.315	5.0
A2A_LIGANDS_1119	9.81	9.283	5.0
A2A_LIGANDS_1150	7.05	7.068	5.0
A2A_LIGANDS_991	7.53	7.352	5.0
A2A_LIGANDS_876	6.5	6.216	5.0
A2A_LIGANDS_1595	5.99	5.978	5.0
A2A_LIGANDS_3040	6.97	6.596	5.0
A2A_LIGANDS_1077	6.2	6.22	5.0
A2A_LIGANDS_681	6.75	6.617	5.0
A2A_LIGANDS_2352	4.36	4.84	5.0
A2A_LIGANDS_2368	6.64	6.826	5.0
A2A_LIGANDS_3848	6.09	6.882	5.0
A2A_LIGANDS_2455	7.19	7.068	5.0
A2A_LIGANDS_537	4.79	5.196	5.0
A2A_LIGANDS_3394	7.36	6.606	5.0
A2A_LIGANDS_16	5.0	5.908	5.0
A2A_LIGANDS_1504	6.82	7.032	5.0
A2A_LIGANDS_3845	7.92	7.722	5.0
A2A_LIGANDS_2255	8.13	8.312	5.0
A2A_LIGANDS_3170	5.57	5.274	5.0
A2A_LIGANDS_3867	8.46	8.58	5.0
A2A_LIGANDS_3108	5.69	6.054	5.0
A2A_LIGANDS_2049	6.83	6.574	5.0
A2A_LIGANDS_3643	5.6	5.9	5.0
A2A_LIGANDS_623	9.05	8.553	5.0
A2A_LIGANDS_2520	7.14	7.268	5.0
A2A_LIGANDS_1534	8.523	7.631	5.0
A2A_LIGANDS_1986	6.17	6.156	5.0
A2A_LIGANDS_3582	5.75	6.102	5.0
A2A_LIGANDS_1695	7.1	7.36	5.0
A2A_LIGANDS_1707	7.82	7.672	5.0
A2A_LIGANDS_2432	7.17	6.802	5.0
A2A_LIGANDS_2999	7.12	6.714	5.0
A2A_LIGANDS_3304	6.35	7.026	5.0
A2A_LIGANDS_1434	8.77	7.794	5.0
A2A_LIGANDS_1496	8.15	7.855	5.0
A2A_LIGANDS_2625	8.52	8.672	5.0
A2A_LIGANDS_3314	8.71	8.108	5.0
A2A_LIGANDS_2532	7.54	7.158	5.0
A2A_LIGANDS_2790	5.19	7.36	5.0
A2A_LIGANDS_3289	5.5	5.616	5.0
A2A_LIGANDS_2062	6.54	6.831	5.0
A2A_LIGANDS_878	5.52	6.596	5.0
A2A_LIGANDS_2767	8.44	8.506	5.0
A2A_LIGANDS_3934	8.24	8.216	5.0
A2A_LIGANDS_1579	5.5	6.086	5.0
A2A_LIGANDS_1021	7.97	7.722	5.0
A2A_LIGANDS_1955	6.61	7.38	5.0
A2A_LIGANDS_2435	7.62	8.012	5.0
A2A_LIGANDS_3202	7.65	7.542	5.0
A2A_LIGANDS_1267	5.75	7.666	5.0
A2A_LIGANDS_562	7.3	7.066	5.0
A2A_LIGANDS_2734	8.72	8.298	5.0
A2A_LIGANDS_2747	8.37	8.152	5.0
A2A_LIGANDS_955	7.05	7.09	5.0
A2A_LIGANDS_2433	6.8	6.976	5.0
A2A_LIGANDS_3171	5.97	5.762	5.0
A2A_LIGANDS_1638	5.21	5.482	5.0
A2A_LIGANDS_1294	6.65	6.46	5.0
A2A_LIGANDS_2876	7.47	6.972	6.0
A2A_LIGANDS_2820	8.52	7.73	6.0
A2A_LIGANDS_1461	9.25	9.072	6.0
A2A_LIGANDS_423	9.22	9.163	6.0
A2A_LIGANDS_549	6.95	7.312	6.0
A2A_LIGANDS_1940	5.3	6.256	6.0
A2A_LIGANDS_3859	8.52	8.356	6.0
A2A_LIGANDS_3922	8.21	7.474	6.0
A2A_LIGANDS_1813	6.88	6.6	6.0
A2A_LIGANDS_2442	5.92	6.135	6.0
A2A_LIGANDS_2873	5.56	6.292	6.0
A2A_LIGANDS_217	5.04	6.048	6.0
A2A_LIGANDS_1075	6.51	6.638	6.0
A2A_LIGANDS_2470	4.38	4.552	6.0
A2A_LIGANDS_3868	5.8	5.342	6.0
A2A_LIGANDS_433	5.68	6.408	6.0
A2A_LIGANDS_2471	8.82	7.838	6.0
A2A_LIGANDS_794	6.82	6.376	6.0
A2A_LIGANDS_734	7.21	6.666	6.0
A2A_LIGANDS_108	7.1	6.912	6.0
A2A_LIGANDS_2643	7.97	7.7	6.0
A2A_LIGANDS_678	7.03	6.768	6.0
A2A_LIGANDS_3624	9.3	9.1	6.0
A2A_LIGANDS_2073	6.2	6.036	6.0
A2A_LIGANDS_1450	6.4	6.18	6.0
A2A_LIGANDS_3741	6.28	6.486	6.0
A2A_LIGANDS_2610	7.77	7.144	6.0
A2A_LIGANDS_162	5.24	5.15	6.0
A2A_LIGANDS_1336	6.06	6.548	6.0
A2A_LIGANDS_3858	6.05	6.1	6.0
A2A_LIGANDS_3736	6.96	7.448	6.0
A2A_LIGANDS_637	7.37	7.368	6.0
A2A_LIGANDS_756	5.59	5.984	6.0
A2A_LIGANDS_1226	6.84	7.172	6.0
A2A_LIGANDS_3595	5.27	6.068	6.0
A2A_LIGANDS_3978	6.08	5.084	6.0
A2A_LIGANDS_940	5.53	6.246	6.0
A2A_LIGANDS_2325	7.18	7.532	6.0
A2A_LIGANDS_2230	6.18	5.99	6.0
A2A_LIGANDS_3286	5.82	8.467	6.0
A2A_LIGANDS_2399	7.23	6.566	6.0
A2A_LIGANDS_2475	8.52	8.53	6.0
A2A_LIGANDS_3878	6.26	6.739	6.0
A2A_LIGANDS_420	8.3	8.62	6.0
A2A_LIGANDS_121	7.28	7.382	6.0
A2A_LIGANDS_685	7.75	7.542	6.0
A2A_LIGANDS_789	6.47	7.154	6.0
A2A_LIGANDS_1812	7.92	7.144	6.0
A2A_LIGANDS_844	5.96	5.944	6.0
A2A_LIGANDS_3925	5.97	6.41	6.0
A2A_LIGANDS_1662	5.36	7.425	6.0
A2A_LIGANDS_2314	7.26	7.696	6.0
A2A_LIGANDS_1206	7.0	6.693	6.0
A2A_LIGANDS_509	7.643	8.164	6.0
A2A_LIGANDS_2934	7.22	7.688	6.0
A2A_LIGANDS_381	6.99	8.671	6.0
A2A_LIGANDS_1010	6.72	6.348	6.0
A2A_LIGANDS_3571	5.85	5.88	6.0
A2A_LIGANDS_3694	6.83	6.842	6.0
A2A_LIGANDS_1647	8.46	7.694	6.0
A2A_LIGANDS_2536	5.34	5.656	6.0
A2A_LIGANDS_898	5.5	5.862	6.0
A2A_LIGANDS_2337	5.55	5.944	6.0
A2A_LIGANDS_3534	5.34	5.57	6.0
A2A_LIGANDS_1452	6.585	6.478	6.0
A2A_LIGANDS_1872	5.98	6.696	6.0
A2A_LIGANDS_1124	6.21	5.796	6.0
A2A_LIGANDS_1670	7.4	7.6	6.0
A2A_LIGANDS_480	7.98	7.066	6.0
A2A_LIGANDS_2649	7.08	7.29	6.0
A2A_LIGANDS_1127	6.94	7.014	6.0
A2A_LIGANDS_347	6.85	7.134	6.0
A2A_LIGANDS_979	5.07	5.616	6.0
A2A_LIGANDS_3406	6.88	5.826	6.0
A2A_LIGANDS_115	5.72	6.183	6.0
A2A_LIGANDS_3400	4.93	5.208	6.0
A2A_LIGANDS_707	5.77	5.11	6.0
A2A_LIGANDS_1620	6.8	8.092	6.0
A2A_LIGANDS_2793	7.19	6.653	6.0
A2A_LIGANDS_2862	6.51	6.66	6.0
A2A_LIGANDS_2585	6.55	7.056	6.0
A2A_LIGANDS_1462	6.4	6.208	6.0
A2A_LIGANDS_2822	5.32	5.37	6.0
A2A_LIGANDS_2623	8.29	7.96	6.0
A2A_LIGANDS_3985	5.5	5.6	6.0
A2A_LIGANDS_858	5.6	5.426	6.0
A2A_LIGANDS_1874	7.21	7.124	6.0
A2A_LIGANDS_3674	6.22	6.274	6.0
A2A_LIGANDS_2269	7.48	7.504	6.0
A2A_LIGANDS_2114	7.39	7.184	6.0
A2A_LIGANDS_2648	8.545	8.188	6.0
A2A_LIGANDS_669	5.86	7.154	6.0
A2A_LIGANDS_1587	6.9	7.256	6.0
A2A_LIGANDS_890	5.2	6.947	6.0
A2A_LIGANDS_2630	5.16	5.988	6.0
A2A_LIGANDS_1800	8.41	8.124	6.0
A2A_LIGANDS_3066	6.3	6.446	6.0
A2A_LIGANDS_1505	6.91	7.96	6.0
A2A_LIGANDS_1637	6.31	5.723	6.0
A2A_LIGANDS_1404	5.42	7.066	6.0
A2A_LIGANDS_3158	6.51	6.98	6.0
A2A_LIGANDS_2382	6.47	6.788	6.0
A2A_LIGANDS_3656	6.72	7.621	6.0
A2A_LIGANDS_275	5.51	6.828	6.0
A2A_LIGANDS_489	8.51	8.766	6.0
A2A_LIGANDS_3747	5.39	5.517	6.0
A2A_LIGANDS_2856	5.4	5.82	6.0
A2A_LIGANDS_629	5.2	6.682	6.0
A2A_LIGANDS_2499	7.38	7.801	6.0
A2A_LIGANDS_1269	9.7	9.122	6.0
A2A_LIGANDS_1273	7.87	7.356	6.0
A2A_LIGANDS_352	8.96	8.55	6.0
A2A_LIGANDS_3552	7.44	7.228	6.0
A2A_LIGANDS_444	9.51	8.458	6.0
A2A_LIGANDS_4041	6.37	6.394	6.0
A2A_LIGANDS_3562	7.02	7.044	6.0
A2A_LIGANDS_1266	5.75	5.912	6.0
A2A_LIGANDS_2155	8.23	8.59	6.0
A2A_LIGANDS_458	8.72	8.056	6.0
A2A_LIGANDS_3189	6.77	7.44	6.0
A2A_LIGANDS_634	7.13	7.178	6.0
A2A_LIGANDS_3093	8.8	8.063	6.0
A2A_LIGANDS_2347	6.33	6.25	6.0
A2A_LIGANDS_3433	6.94	6.88	6.0
A2A_LIGANDS_3616	8.22	8.444	6.0
A2A_LIGANDS_1087	6.52	6.343	6.0
A2A_LIGANDS_2665	7.61	7.04	6.0
A2A_LIGANDS_1530	7.55	7.994	6.0
A2A_LIGANDS_1265	7.42	6.672	6.0
A2A_LIGANDS_993	6.99	7.602	6.0
A2A_LIGANDS_3056	5.73	6.033	6.0
A2A_LIGANDS_588	5.67	6.29	6.0
A2A_LIGANDS_3311	7.16	7.056	6.0
A2A_LIGANDS_1716	6.4	7.374	6.0
A2A_LIGANDS_2567	7.2	7.352	6.0
A2A_LIGANDS_2087	8.0	8.186	6.0
A2A_LIGANDS_1889	8.12	7.626	6.0
A2A_LIGANDS_3282	5.32	5.476	6.0
A2A_LIGANDS_1933	6.75	6.906	6.0
A2A_LIGANDS_579	8.74	7.316	6.0
A2A_LIGANDS_2273	6.01	5.892	6.0
A2A_LIGANDS_1085	6.82	6.864	6.0
A2A_LIGANDS_3345	8.33	7.796	6.0
A2A_LIGANDS_2854	5.61	5.13	6.0
A2A_LIGANDS_2424	6.0	6.1	6.0
A2A_LIGANDS_3523	6.62	7.118	6.0
A2A_LIGANDS_1449	7.17	7.276	6.0
A2A_LIGANDS_3742	5.13	4.866	6.0
A2A_LIGANDS_136	5.47	7.582	6.0
A2A_LIGANDS_1341	7.16	7.152	6.0
A2A_LIGANDS_2905	5.31	7.118	6.0
A2A_LIGANDS_171	7.43	6.85	6.0
A2A_LIGANDS_3149	6.39	6.732	6.0
A2A_LIGANDS_3447	5.36	6.628	6.0
A2A_LIGANDS_2835	8.035	7.246	6.0
A2A_LIGANDS_3991	6.89	6.563	6.0
A2A_LIGANDS_2541	5.81	5.18	6.0
A2A_LIGANDS_1279	6.55	7.14	6.0
A2A_LIGANDS_3912	6.08	8.264	6.0
A2A_LIGANDS_3233	6.87	7.07	6.0
A2A_LIGANDS_832	9.77	8.044	6.0
A2A_LIGANDS_1920	6.46	6.844	6.0
A2A_LIGANDS_3508	7.41	6.362	6.0
A2A_LIGANDS_1394	7.15	7.304	6.0
A2A_LIGANDS_3602	8.55	8.418	6.0
A2A_LIGANDS_285	7.31	7.422	6.0
A2A_LIGANDS_4074	7.92	7.352	6.0
A2A_LIGANDS_1383	7.15	7.457	6.0
A2A_LIGANDS_1107	7.72	6.166	6.0
A2A_LIGANDS_3167	7.06	6.884	6.0
A2A_LIGANDS_3662	7.62	7.51	6.0
A2A_LIGANDS_2418	7.43	7.29	6.0
A2A_LIGANDS_1430	6.19	6.648	6.0
A2A_LIGANDS_3043	5.95	6.598	6.0
A2A_LIGANDS_2830	6.14	5.778	6.0
A2A_LIGANDS_1639	5.51	6.498	6.0
A2A_LIGANDS_2349	6.29	7.158	6.0
A2A_LIGANDS_1865	8.05	6.978	6.0
A2A_LIGANDS_950	9.22	8.966	6.0
A2A_LIGANDS_1471	6.21	5.836	6.0
A2A_LIGANDS_1970	7.57	6.73	6.0
A2A_LIGANDS_3898	7.34	8.448	6.0
A2A_LIGANDS_3549	6.31	7.45	6.0
A2A_LIGANDS_4014	6.32	6.779	6.0
A2A_LIGANDS_3882	5.18	6.884	6.0
A2A_LIGANDS_3048	7.57	7.124	6.0
A2A_LIGANDS_4008	6.02	6.862	6.0
A2A_LIGANDS_1619	7.16	7.352	6.0
A2A_LIGANDS_224	9.3	9.028	6.0
A2A_LIGANDS_3	5.45	5.768	6.0
A2A_LIGANDS_3082	4.61	5.458	6.0
A2A_LIGANDS_3153	7.35	6.622	6.0
A2A_LIGANDS_3022	6.2	5.612	6.0
A2A_LIGANDS_2709	9.66	8.526	6.0
A2A_LIGANDS_1305	6.68	7.258	6.0
A2A_LIGANDS_1541	6.6	7.092	6.0
A2A_LIGANDS_2795	8.85	9.19	6.0
A2A_LIGANDS_110	8.17	8.024	6.0
A2A_LIGANDS_1169	6.44	6.844	6.0
A2A_LIGANDS_3677	5.91	6.2	6.0
A2A_LIGANDS_536	7.07	7.937	6.0
A2A_LIGANDS_3249	9.0	8.576	6.0
A2A_LIGANDS_364	6.62	6.862	6.0
A2A_LIGANDS_473	6.52	7.232	6.0
