QSPRID	pchembl_value_Median_class_Label	pchembl_value_Median_class_Prediction	pchembl_value_Median_class_ProbabilityClass_0	pchembl_value_Median_class_ProbabilityClass_1	Fold
QSPRID_1467	True	1	0.447	0.553	1.0
QSPRID_1467	True	1	0.118	0.882	2.0
QSPRID_1469	False	1	0.329	0.671	0.0
QSPRID_1470	True	1	0.434	0.566	1.0
QSPRID_1470	True	1	0.316	0.684	0.0
QSPRID_1471	False	1	0.487	0.513	1.0
QSPRID_1471	False	1	0.382	0.618	0.0
QSPRID_1472	True	0	0.934	0.066	1.0
QSPRID_1472	True	0	0.539	0.461	0.0
QSPRID_1473	False	1	0.408	0.592	0.0
QSPRID_1475	False	0	0.776	0.224	0.0
QSPRID_1476	False	1	0.303	0.697	0.0
QSPRID_1477	False	0	0.711	0.289	1.0
QSPRID_1477	False	0	0.724	0.276	0.0
QSPRID_1478	True	0	0.526	0.474	0.0
QSPRID_1479	True	0	0.566	0.434	0.0
QSPRID_1481	True	1	0.039	0.961	0.0
QSPRID_1481	True	1	0.013	0.987	1.0
QSPRID_1482	True	0	0.513	0.487	0.0
QSPRID_1484	True	1	0.316	0.684	1.0
QSPRID_1484	True	1	0.395	0.605	0.0
QSPRID_1485	False	1	0.395	0.605	0.0
QSPRID_1485	False	0	0.526	0.474	1.0
QSPRID_1486	False	1	0.355	0.645	0.0
QSPRID_1488	False	0	0.658	0.342	0.0
QSPRID_1488	False	0	0.697	0.303	1.0
QSPRID_1489	True	1	0.211	0.789	0.0
QSPRID_1490	False	1	0.421	0.579	0.0
QSPRID_1492	False	0	0.658	0.342	1.0
QSPRID_1492	False	0	0.737	0.263	0.0
QSPRID_1493	False	0	0.539	0.461	0.0
QSPRID_1494	False	1	0.276	0.724	0.0
QSPRID_1495	True	1	0.145	0.855	0.0
QSPRID_1496	True	1	0.237	0.763	0.0
QSPRID_1497	True	1	0.053	0.947	0.0
QSPRID_1499	True	1	0.224	0.776	0.0
QSPRID_1500	False	0	0.553	0.447	0.0
QSPRID_1501	True	1	0.342	0.658	0.0
QSPRID_1504	True	1	0.276	0.724	0.0
QSPRID_1504	True	1	0.079	0.921	1.0
QSPRID_1505	True	1	0.368	0.632	1.0
QSPRID_1505	True	1	0.434	0.566	0.0
QSPRID_1506	False	1	0.237	0.763	0.0
QSPRID_1508	True	1	0.237	0.763	0.0
QSPRID_1509	False	1	0.303	0.697	0.0
QSPRID_1509	False	1	0.461	0.539	1.0
QSPRID_1511	True	1	0.25	0.75	1.0
QSPRID_1511	True	0	0.526	0.474	0.0
QSPRID_1513	True	1	0.329	0.671	0.0
QSPRID_1515	True	1	0.382	0.618	0.0
QSPRID_1516	True	1	0.276	0.724	0.0
QSPRID_1517	True	1	0.211	0.789	0.0
QSPRID_1517	True	1	0.447	0.553	1.0
QSPRID_1518	False	0	0.763	0.237	1.0
QSPRID_1518	False	1	0.368	0.632	0.0
QSPRID_1519	False	0	0.632	0.368	0.0
QSPRID_1519	False	0	0.579	0.421	1.0
QSPRID_1520	False	0	0.539	0.461	0.0
QSPRID_1521	True	1	0.382	0.618	0.0
QSPRID_1521	True	1	0.421	0.579	1.0
QSPRID_1522	False	1	0.329	0.671	1.0
QSPRID_1522	False	1	0.395	0.605	0.0
QSPRID_1523	False	0	0.632	0.368	1.0
QSPRID_1523	False	1	0.395	0.605	0.0
QSPRID_1524	False	1	0.316	0.684	0.0
QSPRID_1525	False	0	0.724	0.276	1.0
QSPRID_1525	False	1	0.303	0.697	0.0
QSPRID_1526	False	1	0.197	0.803	0.0
QSPRID_1526	False	0	0.5	0.5	1.0
QSPRID_1527	False	0	0.605	0.395	0.0
QSPRID_1527	False	0	0.895	0.105	1.0
QSPRID_1528	False	0	0.553	0.447	0.0
QSPRID_1528	False	0	0.803	0.197	1.0
QSPRID_1529	False	1	0.197	0.803	0.0
QSPRID_1530	True	1	0.289	0.711	0.0
QSPRID_1530	True	1	0.263	0.737	1.0
QSPRID_1531	True	1	0.395	0.605	0.0
QSPRID_1533	False	0	0.671	0.329	0.0
QSPRID_1534	True	1	0.211	0.789	0.0
QSPRID_1534	True	1	0.197	0.803	1.0
QSPRID_1535	True	0	0.592	0.408	0.0
QSPRID_1535	True	1	0.316	0.684	1.0
QSPRID_1537	True	1	0.447	0.553	0.0
QSPRID_1539	True	1	0.053	0.947	0.0
QSPRID_1540	True	1	0.329	0.671	0.0
QSPRID_1541	True	0	0.671	0.329	0.0
QSPRID_1542	True	1	0.118	0.882	0.0
QSPRID_1544	True	1	0.105	0.895	0.0
QSPRID_1545	False	1	0.368	0.632	0.0
QSPRID_1545	False	1	0.461	0.539	1.0
QSPRID_1546	True	1	0.395	0.605	0.0
QSPRID_1546	True	0	0.513	0.487	1.0
QSPRID_1547	True	1	0.342	0.658	0.0
QSPRID_1548	True	1	0.184	0.816	0.0
QSPRID_1549	True	1	0.224	0.776	0.0
QSPRID_1549	True	1	0.158	0.842	1.0
QSPRID_1551	True	1	0.105	0.895	1.0
QSPRID_1551	True	1	0.25	0.75	0.0
QSPRID_1553	False	0	0.855	0.145	1.0
QSPRID_1553	False	1	0.118	0.882	0.0
QSPRID_1554	False	0	0.711	0.289	1.0
QSPRID_1554	False	0	0.684	0.316	0.0
QSPRID_1555	True	1	0.342	0.658	1.0
QSPRID_1555	True	1	0.289	0.711	0.0
QSPRID_1556	False	1	0.408	0.592	0.0
QSPRID_1556	False	0	0.684	0.316	1.0
QSPRID_1557	False	0	1.0	0.0	1.0
QSPRID_1557	False	0	0.711	0.289	0.0
QSPRID_1559	False	1	0.237	0.763	0.0
QSPRID_1559	False	0	0.579	0.421	1.0
QSPRID_1560	True	1	0.355	0.645	0.0
QSPRID_1560	True	1	0.474	0.526	1.0
QSPRID_1561	True	1	0.434	0.566	0.0
QSPRID_1561	True	1	0.447	0.553	1.0
QSPRID_1563	False	1	0.474	0.526	1.0
QSPRID_1563	False	1	0.263	0.737	0.0
QSPRID_1565	False	0	0.526	0.474	0.0
QSPRID_1567	True	1	0.158	0.842	0.0
QSPRID_1567	True	1	0.105	0.895	1.0
QSPRID_1568	False	0	0.763	0.237	1.0
QSPRID_1568	False	1	0.421	0.579	0.0
QSPRID_1570	True	1	0.487	0.513	0.0
QSPRID_1571	False	1	0.342	0.658	0.0
QSPRID_1572	False	0	0.526	0.474	1.0
QSPRID_1572	False	1	0.421	0.579	0.0
QSPRID_1573	True	1	0.316	0.684	0.0
QSPRID_1573	True	1	0.224	0.776	1.0
QSPRID_1574	True	1	0.289	0.711	0.0
QSPRID_1575	False	0	0.763	0.237	0.0
QSPRID_1576	True	1	0.263	0.737	0.0
QSPRID_1577	True	1	0.382	0.618	0.0
QSPRID_1579	False	1	0.382	0.618	0.0
QSPRID_1581	True	1	0.289	0.711	0.0
QSPRID_1582	True	1	0.316	0.684	0.0
QSPRID_1584	False	1	0.342	0.658	0.0
QSPRID_1584	False	1	0.355	0.645	1.0
QSPRID_1585	True	1	0.289	0.711	1.0
QSPRID_1585	True	0	0.513	0.487	0.0
QSPRID_1586	True	1	0.329	0.671	1.0
QSPRID_1586	True	1	0.487	0.513	0.0
QSPRID_1587	True	0	0.816	0.184	0.0
QSPRID_1589	False	0	0.763	0.237	0.0
QSPRID_1591	False	1	0.263	0.737	0.0
QSPRID_1591	False	0	0.553	0.447	1.0
QSPRID_1592	True	1	0.342	0.658	1.0
QSPRID_1592	True	1	0.289	0.711	0.0
QSPRID_1594	True	1	0.329	0.671	0.0
QSPRID_1594	True	1	0.158	0.842	1.0
QSPRID_1595	False	1	0.487	0.513	1.0
QSPRID_1595	False	1	0.355	0.645	0.0
QSPRID_1596	True	1	0.211	0.789	0.0
QSPRID_1597	True	0	0.605	0.395	0.0
QSPRID_1598	True	1	0.092	0.908	0.0
QSPRID_1599	False	1	0.329	0.671	0.0
QSPRID_1601	True	0	0.539	0.461	1.0
QSPRID_1601	True	1	0.329	0.671	0.0
QSPRID_1602	True	1	0.079	0.921	2.0
QSPRID_1602	True	1	0.355	0.645	1.0
QSPRID_1602	True	1	0.447	0.553	0.0
QSPRID_1603	False	0	0.539	0.461	1.0
QSPRID_1603	False	0	0.539	0.461	0.0
QSPRID_1604	True	1	0.447	0.553	0.0
QSPRID_1605	True	1	0.132	0.868	1.0
QSPRID_1605	True	1	0.263	0.737	0.0
QSPRID_1606	False	0	0.776	0.224	0.0
QSPRID_1606	False	0	0.724	0.276	1.0
QSPRID_1607	True	1	0.066	0.934	0.0
QSPRID_1608	False	0	0.579	0.421	1.0
QSPRID_1608	False	1	0.342	0.658	0.0
QSPRID_1609	True	1	0.013	0.987	0.0
QSPRID_1610	True	1	0.342	0.658	0.0
QSPRID_1616	False	1	0.224	0.776	0.0
QSPRID_1617	True	1	0.329	0.671	0.0
QSPRID_1617	True	0	0.553	0.447	1.0
QSPRID_1619	True	1	0.395	0.605	0.0
QSPRID_1620	True	1	0.447	0.553	1.0
QSPRID_1620	True	1	0.342	0.658	0.0
QSPRID_1621	True	1	0.211	0.789	0.0
QSPRID_1622	False	1	0.382	0.618	0.0
QSPRID_1624	True	1	0.421	0.579	0.0
QSPRID_1625	False	0	0.816	0.184	0.0
QSPRID_1625	False	0	0.961	0.039	1.0
QSPRID_1628	True	1	0.132	0.868	0.0
QSPRID_1629	True	1	0.263	0.737	0.0
QSPRID_1629	True	1	0.026	0.974	1.0
QSPRID_1630	True	1	0.211	0.789	0.0
QSPRID_1631	True	0	0.605	0.395	0.0
QSPRID_1634	True	1	0.197	0.803	0.0
QSPRID_1634	True	1	0.118	0.882	1.0
QSPRID_1635	False	1	0.447	0.553	0.0
QSPRID_1636	False	1	0.474	0.526	0.0
QSPRID_1636	False	1	0.158	0.842	1.0
QSPRID_1637	False	0	0.566	0.434	0.0
QSPRID_1638	False	0	0.579	0.421	1.0
QSPRID_1638	False	1	0.368	0.632	0.0
QSPRID_1640	True	0	0.553	0.447	0.0
QSPRID_1640	True	1	0.355	0.645	1.0
QSPRID_1642	True	1	0.118	0.882	1.0
QSPRID_1642	True	1	0.303	0.697	0.0
QSPRID_1643	True	1	0.342	0.658	0.0
QSPRID_1645	True	1	0.421	0.579	0.0
QSPRID_1645	True	1	0.211	0.789	1.0
QSPRID_1646	True	1	0.487	0.513	0.0
QSPRID_1647	True	0	0.605	0.395	1.0
QSPRID_1647	True	1	0.447	0.553	0.0
QSPRID_1648	True	0	0.5	0.5	1.0
QSPRID_1648	True	1	0.434	0.566	0.0
QSPRID_1649	True	0	0.553	0.447	0.0
QSPRID_1649	True	1	0.211	0.789	1.0
QSPRID_1650	True	0	0.763	0.237	1.0
QSPRID_1650	True	1	0.342	0.658	0.0
QSPRID_1651	False	0	0.592	0.408	0.0
QSPRID_1651	False	0	0.737	0.263	1.0
QSPRID_1653	True	1	0.118	0.882	0.0
QSPRID_1654	False	1	0.382	0.618	0.0
QSPRID_1655	True	1	0.25	0.75	0.0
QSPRID_1656	False	0	0.553	0.447	0.0
QSPRID_1658	False	1	0.382	0.618	0.0
QSPRID_1660	True	1	0.276	0.724	0.0
QSPRID_1660	True	1	0.474	0.526	1.0
QSPRID_1661	True	1	0.132	0.868	1.0
QSPRID_1661	True	1	0.421	0.579	0.0
QSPRID_1662	False	1	0.329	0.671	1.0
QSPRID_1662	False	1	0.368	0.632	0.0
QSPRID_1663	True	1	0.211	0.789	0.0
QSPRID_1663	True	1	0.092	0.908	1.0
QSPRID_1664	True	1	0.316	0.684	0.0
QSPRID_1665	True	1	0.25	0.75	0.0
QSPRID_1665	True	0	0.618	0.382	1.0
QSPRID_1666	True	1	0.434	0.566	0.0
QSPRID_1666	True	0	0.763	0.237	1.0
QSPRID_1667	True	1	0.342	0.658	0.0
QSPRID_1668	False	1	0.434	0.566	0.0
QSPRID_1669	False	1	0.237	0.763	0.0
QSPRID_1669	False	1	0.171	0.829	1.0
QSPRID_1670	True	1	0.303	0.697	0.0
QSPRID_1671	True	1	0.0	1.0	0.0
QSPRID_1672	False	1	0.289	0.711	0.0
QSPRID_1673	True	1	0.145	0.855	1.0
QSPRID_1673	True	1	0.474	0.526	0.0
QSPRID_1674	True	1	0.132	0.868	1.0
QSPRID_1674	True	1	0.25	0.75	0.0
QSPRID_1676	True	1	0.224	0.776	1.0
QSPRID_1676	True	1	0.211	0.789	0.0
QSPRID_1677	True	0	0.5	0.5	1.0
QSPRID_1677	True	1	0.342	0.658	0.0
QSPRID_1678	True	1	0.316	0.684	1.0
QSPRID_1678	True	1	0.382	0.618	0.0
QSPRID_1680	False	1	0.447	0.553	0.0
QSPRID_1681	True	1	0.368	0.632	0.0
QSPRID_1682	False	1	0.329	0.671	0.0
QSPRID_1683	False	0	0.5	0.5	1.0
QSPRID_1683	False	1	0.408	0.592	0.0
QSPRID_1684	True	0	0.579	0.421	0.0
QSPRID_1685	True	1	0.342	0.658	0.0
QSPRID_1686	True	1	0.474	0.526	0.0
QSPRID_1687	False	1	0.303	0.697	0.0
QSPRID_1688	True	1	0.184	0.816	0.0
QSPRID_1688	True	1	0.105	0.895	1.0
QSPRID_1690	False	1	0.461	0.539	0.0
QSPRID_1691	False	1	0.132	0.868	1.0
QSPRID_1691	False	1	0.382	0.618	0.0
QSPRID_1692	True	1	0.395	0.605	1.0
QSPRID_1692	True	1	0.487	0.513	0.0
QSPRID_1693	True	1	0.303	0.697	0.0
QSPRID_1694	True	1	0.316	0.684	0.0
QSPRID_1695	True	1	0.263	0.737	0.0
QSPRID_1695	True	0	0.553	0.447	1.0
QSPRID_1696	True	1	0.026	0.974	0.0
QSPRID_1698	False	0	0.855	0.145	0.0
QSPRID_1698	False	0	1.0	0.0	1.0
QSPRID_1699	True	1	0.329	0.671	0.0
QSPRID_1699	True	1	0.237	0.763	1.0
QSPRID_1700	False	1	0.276	0.724	0.0
QSPRID_1701	True	1	0.289	0.711	0.0
QSPRID_1701	True	1	0.145	0.855	1.0
QSPRID_1704	True	1	0.461	0.539	1.0
QSPRID_1704	True	1	0.171	0.829	0.0
QSPRID_1705	False	0	0.553	0.447	0.0
QSPRID_1706	False	0	0.724	0.276	1.0
QSPRID_1706	False	0	0.842	0.158	0.0
QSPRID_1707	True	1	0.408	0.592	1.0
QSPRID_1707	True	1	0.25	0.75	0.0
QSPRID_1708	True	1	0.316	0.684	0.0
QSPRID_1708	True	1	0.474	0.526	1.0
QSPRID_1709	True	0	0.539	0.461	0.0
QSPRID_1710	False	1	0.355	0.645	0.0
QSPRID_1710	False	1	0.434	0.566	1.0
QSPRID_1711	True	1	0.382	0.618	0.0
QSPRID_1712	False	1	0.395	0.605	0.0
QSPRID_1712	False	0	0.789	0.211	1.0
QSPRID_1713	False	1	0.289	0.711	0.0
QSPRID_1714	True	1	0.263	0.737	0.0
QSPRID_1715	True	1	0.211	0.789	0.0
QSPRID_1716	False	0	0.618	0.382	1.0
QSPRID_1716	False	1	0.434	0.566	0.0
QSPRID_1717	True	1	0.289	0.711	0.0
QSPRID_1717	True	0	0.553	0.447	1.0
QSPRID_1722	True	1	0.342	0.658	0.0
QSPRID_1723	True	0	0.658	0.342	0.0
QSPRID_1723	True	1	0.421	0.579	1.0
QSPRID_1724	True	1	0.355	0.645	0.0
QSPRID_1725	True	1	0.303	0.697	0.0
QSPRID_1728	False	0	0.684	0.316	0.0
QSPRID_1731	True	1	0.25	0.75	0.0
QSPRID_1732	True	1	0.355	0.645	0.0
QSPRID_1733	False	1	0.303	0.697	0.0
QSPRID_1733	False	1	0.158	0.842	1.0
QSPRID_1733	False	1	0.368	0.632	2.0
QSPRID_1734	False	1	0.487	0.513	0.0
QSPRID_1735	True	1	0.408	0.592	0.0
QSPRID_1737	False	1	0.171	0.829	0.0
QSPRID_1738	True	1	0.237	0.763	0.0
QSPRID_1738	True	1	0.066	0.934	1.0
QSPRID_1741	True	1	0.461	0.539	0.0
QSPRID_1742	False	0	0.724	0.276	0.0
QSPRID_1744	False	1	0.276	0.724	0.0
QSPRID_1744	False	1	0.132	0.868	1.0
QSPRID_1745	True	1	0.355	0.645	0.0
QSPRID_1745	True	1	0.224	0.776	1.0
QSPRID_1747	False	1	0.118	0.882	0.0
QSPRID_1748	False	1	0.316	0.684	0.0
QSPRID_1748	False	1	0.461	0.539	1.0
QSPRID_1750	True	1	0.224	0.776	0.0
QSPRID_1751	True	1	0.25	0.75	0.0
QSPRID_1752	False	1	0.355	0.645	0.0
QSPRID_1753	True	1	0.342	0.658	0.0
QSPRID_1753	True	1	0.171	0.829	1.0
QSPRID_1754	True	0	0.5	0.5	1.0
QSPRID_1754	True	1	0.421	0.579	0.0
QSPRID_1755	True	1	0.342	0.658	0.0
QSPRID_1757	False	0	0.658	0.342	0.0
QSPRID_1757	False	0	0.987	0.013	1.0
QSPRID_1758	True	1	0.487	0.513	1.0
QSPRID_1758	True	1	0.355	0.645	0.0
QSPRID_1759	True	0	0.513	0.487	0.0
QSPRID_1760	True	1	0.368	0.632	0.0
QSPRID_1761	True	1	0.171	0.829	1.0
QSPRID_1761	True	1	0.276	0.724	0.0
QSPRID_1762	False	0	0.579	0.421	0.0
QSPRID_1763	False	1	0.329	0.671	0.0
QSPRID_1764	True	1	0.158	0.842	1.0
QSPRID_1764	True	1	0.276	0.724	0.0
QSPRID_1765	True	1	0.303	0.697	0.0
QSPRID_1767	False	1	0.224	0.776	0.0
QSPRID_1768	True	0	0.658	0.342	0.0
QSPRID_1771	True	1	0.355	0.645	1.0
QSPRID_1771	True	1	0.224	0.776	0.0
QSPRID_1772	False	0	0.539	0.461	1.0
QSPRID_1772	False	0	0.553	0.447	0.0
QSPRID_1773	False	1	0.145	0.855	1.0
QSPRID_1773	False	1	0.118	0.882	0.0
QSPRID_1774	False	1	0.342	0.658	0.0
QSPRID_1775	False	1	0.395	0.605	0.0
QSPRID_1776	True	1	0.263	0.737	0.0
QSPRID_1777	False	1	0.487	0.513	0.0
QSPRID_1780	True	1	0.132	0.868	1.0
QSPRID_1780	True	1	0.342	0.658	0.0
QSPRID_1781	True	0	0.5	0.5	0.0
QSPRID_1782	False	1	0.368	0.632	0.0
QSPRID_1784	True	1	0.276	0.724	0.0
QSPRID_1785	True	1	0.263	0.737	0.0
QSPRID_1787	False	0	0.763	0.237	1.0
QSPRID_1787	False	1	0.434	0.566	0.0
QSPRID_1788	False	1	0.329	0.671	0.0
QSPRID_1788	False	1	0.355	0.645	1.0
QSPRID_1790	True	1	0.368	0.632	0.0
QSPRID_1791	True	1	0.263	0.737	0.0
QSPRID_1792	True	1	0.013	0.987	0.0
QSPRID_1793	False	1	0.329	0.671	0.0
QSPRID_1793	False	1	0.303	0.697	1.0
QSPRID_1794	True	1	0.184	0.816	1.0
QSPRID_1794	True	1	0.263	0.737	0.0
QSPRID_1795	True	1	0.224	0.776	0.0
QSPRID_1796	True	1	0.184	0.816	1.0
QSPRID_1796	True	1	0.303	0.697	0.0
QSPRID_1797	False	0	0.645	0.355	1.0
QSPRID_1797	False	1	0.342	0.658	0.0
QSPRID_1799	True	1	0.013	0.987	0.0
QSPRID_1800	True	1	0.197	0.803	0.0
QSPRID_1801	True	1	0.408	0.592	1.0
QSPRID_1801	True	1	0.355	0.645	0.0
QSPRID_1802	True	1	0.461	0.539	0.0
QSPRID_1802	True	1	0.303	0.697	1.0
QSPRID_1804	False	0	0.553	0.447	0.0
QSPRID_1804	False	0	0.579	0.421	1.0
QSPRID_1808	True	1	0.434	0.566	1.0
QSPRID_1808	True	1	0.382	0.618	0.0
QSPRID_1809	False	0	0.579	0.421	0.0
QSPRID_1810	True	1	0.25	0.75	0.0
QSPRID_1812	True	1	0.303	0.697	0.0
QSPRID_1813	True	0	0.5	0.5	1.0
QSPRID_1813	True	1	0.329	0.671	0.0
QSPRID_1816	True	1	0.237	0.763	0.0
QSPRID_1817	False	0	0.645	0.355	1.0
QSPRID_1817	False	0	0.645	0.355	0.0
QSPRID_1818	False	1	0.329	0.671	0.0
QSPRID_1818	False	0	0.671	0.329	1.0
QSPRID_1819	False	1	0.395	0.605	0.0
QSPRID_1819	False	1	0.145	0.855	1.0
QSPRID_1820	True	1	0.105	0.895	1.0
QSPRID_1820	True	1	0.211	0.789	0.0
QSPRID_1821	False	0	0.5	0.5	0.0
QSPRID_1821	False	0	0.684	0.316	1.0
QSPRID_1823	False	0	0.592	0.408	0.0
QSPRID_1824	False	1	0.421	0.579	0.0
QSPRID_1825	False	1	0.316	0.684	0.0
QSPRID_1825	False	1	0.487	0.513	1.0
QSPRID_1827	False	1	0.25	0.75	0.0
QSPRID_1827	False	0	0.566	0.434	1.0
QSPRID_1828	True	1	0.382	0.618	1.0
QSPRID_1828	True	1	0.303	0.697	0.0
QSPRID_1833	True	1	0.132	0.868	2.0
QSPRID_1833	True	1	0.487	0.513	0.0
QSPRID_1833	True	1	0.395	0.605	1.0
QSPRID_1834	True	0	0.513	0.487	0.0
QSPRID_1834	True	1	0.421	0.579	1.0
QSPRID_1835	False	0	0.526	0.474	0.0
QSPRID_1835	False	0	0.789	0.211	1.0
QSPRID_1836	False	1	0.158	0.842	0.0
QSPRID_1837	True	1	0.263	0.737	0.0
QSPRID_1838	True	1	0.395	0.605	0.0
QSPRID_1838	True	0	0.618	0.382	1.0
QSPRID_1839	True	1	0.408	0.592	0.0
QSPRID_1839	True	1	0.421	0.579	1.0
QSPRID_1841	True	1	0.25	0.75	0.0
QSPRID_1843	False	1	0.395	0.605	0.0
QSPRID_1843	False	1	0.25	0.75	1.0
QSPRID_1843	False	1	0.461	0.539	2.0
QSPRID_1845	True	1	0.368	0.632	0.0
QSPRID_1846	True	0	0.5	0.5	0.0
QSPRID_1846	True	1	0.355	0.645	1.0
QSPRID_1847	False	1	0.303	0.697	0.0
QSPRID_1848	False	1	0.447	0.553	0.0
QSPRID_1848	False	0	0.618	0.382	1.0
QSPRID_1849	True	0	0.658	0.342	0.0
QSPRID_1850	True	1	0.237	0.763	0.0
QSPRID_1850	True	1	0.039	0.961	1.0
QSPRID_1851	True	0	0.75	0.25	0.0
QSPRID_1852	False	1	0.25	0.75	0.0
QSPRID_1852	False	1	0.303	0.697	1.0
QSPRID_1853	True	1	0.408	0.592	0.0
QSPRID_1854	True	1	0.0	1.0	1.0
QSPRID_1854	True	1	0.276	0.724	0.0
QSPRID_1855	True	1	0.145	0.855	0.0
QSPRID_1856	True	1	0.132	0.868	0.0
QSPRID_1857	True	1	0.421	0.579	0.0
QSPRID_1858	False	1	0.355	0.645	0.0
QSPRID_1858	False	1	0.421	0.579	1.0
QSPRID_1861	True	1	0.026	0.974	1.0
QSPRID_1861	True	1	0.211	0.789	0.0
QSPRID_1863	False	1	0.342	0.658	0.0
QSPRID_1864	False	0	0.526	0.474	1.0
QSPRID_1864	False	1	0.421	0.579	0.0
QSPRID_1865	True	1	0.184	0.816	0.0
QSPRID_1866	True	1	0.408	0.592	0.0
QSPRID_1866	True	1	0.382	0.618	1.0
QSPRID_1868	False	1	0.474	0.526	0.0
QSPRID_1869	True	1	0.382	0.618	0.0
QSPRID_1869	True	1	0.289	0.711	1.0
QSPRID_1870	True	1	0.303	0.697	0.0
QSPRID_1871	True	1	0.421	0.579	1.0
QSPRID_1871	True	1	0.421	0.579	0.0
QSPRID_1872	False	0	0.605	0.395	0.0
QSPRID_1874	True	1	0.145	0.855	1.0
QSPRID_1874	True	1	0.316	0.684	0.0
QSPRID_1876	True	1	0.303	0.697	0.0
QSPRID_1877	False	0	0.526	0.474	0.0
QSPRID_1879	True	1	0.329	0.671	0.0
QSPRID_1881	True	1	0.105	0.895	1.0
QSPRID_1881	True	1	0.211	0.789	0.0
QSPRID_1883	True	0	0.737	0.263	0.0
QSPRID_1883	True	1	0.421	0.579	1.0
QSPRID_1884	False	1	0.461	0.539	0.0
QSPRID_1885	False	1	0.145	0.855	1.0
QSPRID_1885	False	1	0.368	0.632	0.0
QSPRID_1886	True	1	0.263	0.737	0.0
QSPRID_1887	False	1	0.487	0.513	1.0
QSPRID_1887	False	1	0.303	0.697	0.0
QSPRID_1888	False	0	0.816	0.184	0.0
QSPRID_1888	False	0	0.539	0.461	1.0
QSPRID_1889	True	1	0.342	0.658	0.0
QSPRID_1890	True	1	0.013	0.987	0.0
QSPRID_1891	True	1	0.342	0.658	0.0
QSPRID_1892	True	0	0.658	0.342	1.0
QSPRID_1892	True	0	0.632	0.368	0.0
QSPRID_1893	True	0	0.579	0.421	0.0
QSPRID_1894	False	1	0.224	0.776	0.0
QSPRID_1895	True	1	0.211	0.789	0.0
QSPRID_1897	True	1	0.447	0.553	0.0
QSPRID_1897	True	1	0.25	0.75	1.0
QSPRID_1899	False	1	0.211	0.789	0.0
QSPRID_1900	True	1	0.342	0.658	0.0
QSPRID_1900	True	1	0.329	0.671	1.0
QSPRID_1901	True	1	0.408	0.592	1.0
QSPRID_1901	True	1	0.197	0.803	0.0
QSPRID_1902	False	0	0.5	0.5	0.0
QSPRID_1902	False	0	0.605	0.395	1.0
QSPRID_1903	False	0	0.658	0.342	0.0
QSPRID_1903	False	0	0.605	0.395	1.0
QSPRID_1904	True	1	0.145	0.855	1.0
QSPRID_1904	True	1	0.342	0.658	0.0
QSPRID_1905	True	0	0.5	0.5	0.0
QSPRID_1905	True	1	0.447	0.553	1.0
QSPRID_1906	True	1	0.368	0.632	0.0
QSPRID_1906	True	1	0.158	0.842	1.0
QSPRID_1907	False	0	0.737	0.263	0.0
QSPRID_1908	False	1	0.382	0.618	0.0
QSPRID_1909	True	0	0.539	0.461	1.0
QSPRID_1909	True	1	0.329	0.671	0.0
QSPRID_1910	True	1	0.355	0.645	0.0
QSPRID_1911	True	1	0.447	0.553	1.0
QSPRID_1911	True	1	0.316	0.684	0.0
QSPRID_1913	False	1	0.184	0.816	0.0
QSPRID_1913	False	1	0.382	0.618	1.0
QSPRID_1914	True	1	0.487	0.513	0.0
QSPRID_1917	False	0	0.513	0.487	0.0
QSPRID_1918	False	1	0.487	0.513	0.0
QSPRID_1918	False	0	0.579	0.421	1.0
QSPRID_1919	True	1	0.474	0.526	0.0
QSPRID_1919	True	0	0.553	0.447	1.0
QSPRID_1920	False	1	0.368	0.632	1.0
QSPRID_1920	False	1	0.329	0.671	0.0
QSPRID_1923	True	1	0.263	0.737	0.0
QSPRID_1924	True	1	0.434	0.566	0.0
QSPRID_1924	True	0	0.539	0.461	1.0
QSPRID_1925	True	0	0.645	0.355	1.0
QSPRID_1925	True	0	0.697	0.303	0.0
QSPRID_1926	True	1	0.224	0.776	1.0
QSPRID_1926	True	1	0.303	0.697	0.0
QSPRID_1927	True	1	0.421	0.579	0.0
QSPRID_1928	True	1	0.447	0.553	0.0
QSPRID_1929	False	1	0.184	0.816	0.0
QSPRID_1930	True	0	0.5	0.5	0.0
QSPRID_1931	False	0	0.566	0.434	0.0
QSPRID_1932	False	1	0.447	0.553	0.0
QSPRID_1933	True	1	0.105	0.895	1.0
QSPRID_1933	True	1	0.276	0.724	0.0
QSPRID_1934	True	1	0.316	0.684	0.0
QSPRID_1935	True	0	0.539	0.461	0.0
QSPRID_1937	True	1	0.408	0.592	0.0
QSPRID_1938	True	1	0.079	0.921	1.0
QSPRID_1938	True	1	0.329	0.671	0.0
QSPRID_1939	False	1	0.395	0.605	0.0
QSPRID_1940	False	1	0.408	0.592	1.0
QSPRID_1940	False	0	0.5	0.5	0.0
QSPRID_1941	False	0	0.816	0.184	1.0
QSPRID_1941	False	0	0.539	0.461	0.0
QSPRID_1942	False	0	0.605	0.395	0.0
QSPRID_1942	False	0	0.961	0.039	1.0
QSPRID_1943	False	0	0.566	0.434	0.0
QSPRID_1944	True	1	0.355	0.645	0.0
QSPRID_1945	False	1	0.263	0.737	0.0
QSPRID_1946	False	0	0.645	0.355	0.0
QSPRID_1946	False	0	0.632	0.368	1.0
QSPRID_1948	False	1	0.105	0.895	1.0
