SMILES	pchembl_value_Mean	Year
Cn1cc2c(n1)nc(N1CCOCC1)n1nc(-c3ccco3)nc21	5.78	2012.0
CCOC(O)=C1C(C)=Nc2nc3c(cccc3)n2C1c1ncco1	8.7	2020.0
CNC(=O)C12CC1C(n1cnc3c1nc(C#CCCC(=O)NCCCN)nc3NCc1cc(Cl)ccc1)C(O)C2O	6.01	2009.0
OCc1cn(-c2nc3c(ncn3C3OC(CO)C(O)C3O)c(Nc3ccc4ccccc4n3)n2)nc1	6.62	2007.0
Cn1cc2c(n1)nc(NC(=O)Nc1ccc[n+]([O-])c1)n1nc(-c3ccco3)nc21	7.12	2006.0
COc1ccc(-c2nc(N)c3nc(-c4ccco4)sc3n2)cc1	7.95	2019.0
COc1ccc(CNc2nc(N)c3nc(-c4ccco4)sc3n2)cc1	6.803333333333334	2016.0
c1coc(-c2nn3c(n2)c(OCc2cocc2)nc2c3cccc2)c1	6.24	2008.0
CC(C)Cn1c(=O)c2c([nH]c(-c3cn(Cc4cccc(C(F)(F)F)c4)nc3)n2)n(C)c1=O	6.2	2008.0
CCn1nnc(C2OC(n3cnc4c(N)nc(NC(CO)Cc5ccc(Br)cc5)nc43)C(O)C2O)n1	8.3	2004.0
CCn1c(=O)c2c(nc(Cc3cccs3)n2C)n(Cc2ccco2)c1=O	7.08	2009.0
CCCn1c(=O)c2c(cc(-c3ccc(COC(=O)N4CCN(c5cc(Cl)ccc5)CC4)cc3)[nH]2)n(CCC)c1=O	7.55	2009.0
Nc1nc(-c2ccco2)nc2c1cc(CN1CCCCCC1)s2	7.56	2011.0
O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3c(Br)cc(Br)cc3Br)cc2c2nc(-c3ccco3)nn12	5.44	2009.0
Nc1nc(-c2ccco2)nc(-n2cccn2)c1	8.54	2008.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(-c2cc(N3CCOCC3)ncc2)c1	7.92	2008.0
Nc1cc(-c2cc3c(cc2)OCO3)nc(-c2ccccc2)n1	6.25	2008.0
CC(=O)Nc1nc(-c2ccco2)c(-c2ccncc2)cc1	6.68	2010.0
CCCn1c(=O)c2c(c(Cl)c(-c3ccc(OCC(=O)O)cc3)[nH]2)n(CCC)c1=O	6.4	2006.0
Nc1nc2c(cnn2CCN2CCc3c(cc(-c4ccccc4)cn3)C2)c2nc(-c3ccco3)nn12	7.75	2008.0
CC(=O)Oc1cc(-c2nc(C(N)=O)c(N)o2)ccc1	4.44	2010.0
COc1c2nc(N)nc(C(=O)NCc3nc(C(F)(F)F)ccc3)c2ccc1	9.4	2016.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(-c2cc(OC3CCN(C)CC3)ccc2)c1	8.22	2008.0
NCCCNc1nc2nc(-c3ccco3)nn2c(N)n1	6.57	2011.0
Cn1cc2c(Cl)nc(NC(=O)c3ccc(C(F)(F)F)cc3)nc2n1	4.59	2014.0
CCn1c(-c2ccco2)nc2c1ncnc2N	8.43	2013.0
Cn1c(=O)c2c(nc3N(C4CCC(O)CC4)CCn32)n(C)c1=O	5.49	2011.0
COc1c(F)c(CN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)c(Cl)cc1	6.2	2019.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(N2CCCC2)c1	6.96	2009.0
CCCn1cc2c(n1)nc(NC(=O)Cc1ccccc1)n1nc(-c3ccco3)nc21	6.51	2002.0
COCCCn1c(=O)n(C)c(=O)c2c1cc(-c1ccc(OCC(=O)O)cc1)[nH]2	4.94	2006.0
CCN(C(C)=O)c1c2sc(NC(=O)c3ccc(NS(C)(=O)=O)cc3)nc2c(OC)cc1	7.34	2010.0
COc1cc(-c2nc3c([nH]2)n(C)c(=O)n(C)c3=O)ccc1OCCN(C)C	6.22	2009.0
COc1ccccc1CNC(=O)c1nc(N)nc(-c2ccco2)n1	8.19	2009.0
Fc1ccc(CNc2nc(C(F)(F)F)cc(-c3ccccc3)n2)cc1	6.54	2006.0
N#Cc1cc(-c2c(-n3cncn3)sc(Nc3ccccn3)n2)ccc1	5.7	2005.0
O=C(Nc1nc(-c2ccccc2F)c(-c2c(F)cncc2)nc1)C1CC1	7.0	2011.0
Nc1nc2c(cnn2CCN2CCc3c(cc(Cl)cc3)CC2)c2nc(-c3ccco3)nn12	8.48	2008.0
Nc1nc2c(cnn2Cc2c(F)cccc2F)c(-c2ccco2)n1	8.7	2008.0
CCOC(=O)c1cnc(OCC)n2nc(-c3ccco3)nc12	5.73	2018.0
COc1cc(Cn2c(=O)n(Cc3ccccc3OC)c3cnc(NC4CC4)nc32)ccc1	5.04	2009.0
Cn1c(=O)c2c(nc3N(CCC4=CCCCC4)CCCn32)n(C)c1=O	6.03	2011.0
CCNC(=O)C1OC(n2cnc3c(N)nc(C#Cc4ccccc4)nc32)C(O)C1O	6.21	2002.0
COCC1CCCN1c1cc(Nc2cnccn2)nc(-n2nc(C)cc2C)n1	7.16	2014.0
Nc1nc2c(cnn2CCc2ccc3nc(N4CCOCC4)ccc3c2)c2nc(-c3ccco3)nn12	8.74	2008.0
CCCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(F)cc5)CC4)cc3)[nH]2)c1=O	6.97	2019.0
CCCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(C(=O)c5ccccc5)CC4)cc3)[nH]2)c1=O	6.84	2019.0
CCn1nnc(C2OC(n3cnc4c3nc(Cl)nc4NCc3c(I)cccc3)C(O)C2O)n1	6.97	2015.0
CCCOc1nc(SC)nc(NC(C)=O)c1	5.95	2008.0
CCOC(O)=C1C(C)=Nc2nc3c(cccc3)n2C1c1ncc[nH]1	8.3	2020.0
OCCNc1nc2c(cccc2)n2nc(-c3ccco3)nc12	7.2	2008.0
O=C(Cc1cc(Cl)ccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12	6.74	2009.0
CCCN1C(=O)N2CC(C(C)C)N=C2c2c1nc(C13CCC(CCC(=O)O)(CC1)CC3)[nH]2	4.75	2006.0
N#Cc1c(-c2cc3c(cc2)OCO3)nc(NC(=O)C2CCCC2)nc1-c1ccccc1	7.57	2008.0
CCCn1c(=O)c2c(cc(-c3ccc(OC(C)C(=O)Nc4ccc(OC)cc4)cc3)[nH]2)n(CCC)c1=O	7.41	2006.0
O=C(Nc1nc2ccccc2n2nc(-c3ccco3)nc12)c1ccco1	6.4	2008.0
O=C(Cc1c(Cl)cccc1Cl)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12	6.73	2009.0
CN1CCN(C(=O)n2nc(-c3cnc4ccc(F)cn34)c3ccc(C(=O)N4CCCCCC4)cc32)CC1	6.54	2015.0
Cc1ccc(-c2nc(N)nc(C(=O)NCc3cscn3)c2)o1	8.19	2009.0
Cn1c(=O)c2c(nc3N(CCc4cccc(Cl)c4)CCCn32)n(C)c1=O	5.87	2013.0
CCn1nnc(-c2c(-c3ccccc3)nc(NC(=O)Cc3cc(OC)c(OC)cc3)s2)n1	7.35	2010.0
Cn1cc2c(n1)nc(NC(=O)NC1CCN(C(=O)Nc3ccncc3)CC1)n1nc(-c3ccco3)nc21	5.73	2012.0
Nc1nc(-c2cccc(CO)c2)cc2nn(Cc3ccccc3)c(=O)n12	5.77	2011.0
CN(Cc1ccccc1)C(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1	5.99	2006.0
CCOC(=O)c1cnc(N2CCOCC2)n2nc(-c3ccco3)nc12	4.75	2014.0
Cn1cc2c(n1)nc(NC(=O)Nc1ccc(CC(=O)OCCCCCN)cc1)n1nc(-c3ccco3)nc21	6.69	2020.0
OCC1OC(n2cnc3c2ncnc3NCC(c2ccccc2)c2ccccc2)C(O)C1O	6.29	2005.0
NCCNc1nc2nc(-c3ccco3)nn2c(N)n1	6.25	2011.0
CNC(=O)C12CC1C(n1cnc3c1nc(SC)nc3NCc1cc(Cl)ccc1)C(O)C2O	5.0	2008.0
Cc1nc2c(cc1)c(O)c(Cc1c(Cl)cccc1)cn2	6.01	2005.0
O=C(Nc1nc(NC2CCCCC2)nc2nc(-c3ccco3)nn12)c1ccccc1	5.99	2016.0
Nc1ccc2c(O)c(C(=O)NCc3ccc(Cl)cc3)cnc2n1	6.3	2005.0
CCCn1c(=O)n(C)c(=O)c2c1cc(-c1ccc(OCC(=O)N3CCc4c(cccc4)C3)cc1)[nH]2	6.34	2008.0
COCCNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12	6.39	2012.0
CCCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(c5ccccc5)CC4)cc3)[nH]2)c1=O	6.91	2019.0
COc1c(F)cccc1-c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1	8.52	2008.0
OCC1OC(n2cnc3c2ncnc3NCc2cc(I)ccc2)C(O)C1O	6.85	1998.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(-c2cncc(O)c2)c1	8.54	2008.0
O=C(Cc1ccc(F)cc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12	6.68	2009.0
CCOc1c(O)ccc(C=NNc2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1	5.79	2019.0
Cn1cc2c(n1)nc(NC(=O)Nc1ccc(F)cc1)n1nc(-c3ccco3)nc21	6.92	2002.0
COc1cc(Cn2cc3nc(-c4ccc(C)o4)nc(N)c3n2)ccc1	8.28	2016.0
O=C(Cc1ccccc1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12	7.6	2012.0
CNc1ncc(C(=O)NC(C)(C)Cc2ccccc2)c2nc(-c3ccco3)nn12	8.21	2018.0
CCCn1c(=O)c2c([nH]c(C3CCC(C(=O)NCCN(C)C)CC3)n2)n(CCC)c1=O	6.78	2006.0
NCCCCC(NC(=O)C(Cc1ccc(F)c(F)c1)NC(=O)C1CCCN1C(=O)CCCCCNC(=O)C1CCC2c3c(CCN2C1)c1c(cccc1)[nH]3)C(N)=O	4.43	2015.0
c1nc2c([nH]1)c(NC1CC3CCC1C3)nc(Nc1ccc(N3CCOCC3)cc1)n2	4.41	2005.0
O=C(Nc1ncc(C(=O)O)c2nc(-c3ccco3)nn12)NC1CCCCC1	4.61	2014.0
Cn1c(=O)c2c(nc3N(Cc4c(Cl)cccc4)CCCCn32)n(C)c1=O	6.05	2019.0
CCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)n2)n(CCCOC)c1=O	7.01	2009.0
O=c1c(-c2ccco2)nnc2n(CCc3ccccc3)c3c(cccc3)n12	7.8	2012.0
CC(=O)NCCn1cc(CCCCC(=O)NCCNC(=O)COc2ccc(CCCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2)nn1	6.66	2011.0
N#Cc1c(N)nc(SCc2cnccc2)c(C#N)c1-c1ccc(OCC2CC2)cc1	6.37	2018.0
Cc1csc(-c2nc(N)c3cc(C(C)c4ccccc4)sc3n2)n1	7.0	2013.0
O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccc(F)cc2F)s1)c1ccccc1	7.11	2020.0
Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(N=NNC(=O)NC2CCCCC2)n1	7.6	2003.0
CCN(C(C)=O)c1c2sc(NC(=O)c3ccc(C(=O)N4CCCC4)cc3)nc2c(OC)cc1	7.17	2010.0
CCCCC(CC)CNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12	4.47	2014.0
CNc1ccc(Cn2nnc3c2nc(N)nc3-c2ccco2)cc1	8.8	2009.0
OCC1OC(n2cnc3c2ncnc3NCC2c3ccccc3-c3c2cccc3)C(O)C1O	6.84	2012.0
Cc1nn(-c2cc(NC(=O)CN3CCC(CN(C)C)C3)nc(-c3ccc(C)o3)n2)c(C)c1	8.32	2008.0
COc1ccccc1Cc1cc2c(nc(-c3ccc(C(F)F)o3)nc2N)s1	7.88	2013.0
Cc1nn(-c2cc(NC(=O)COc3cc(CN4CCOCC4)cc(F)c3)nc(-c3ccc(C)o3)n2)c(C)c1	8.85	2008.0
Cc1ccc2c(O)c(C(=O)NC3CCCCC3)cnc2n1	6.08	2005.0
COc1ccc(OC(C)(C)C(=O)Nc2nc3c(s2)c(N2CCOCC2)ccc3OC)cc1OC	8.23	2017.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(-c2cc(OC3CCN(C(C)C)C3)ccc2)c1	8.52	2008.0
CC(C)(C)C(=O)c1c(O)nc2CC(c3ccccc3)CC(=O)c2c1	4.8	2008.0
N#Cc1cc(-c2nc(N)c3cc(Cc4c(F)cccc4)sc3n2)ccc1	8.14	2013.0
Cn1c(=O)n(CCN2CCN(c3cc(F)c(C#N)cc3)CC2)c2c1c1nc(-c3ccco3)nn1c(N)n2	9.35	2017.0
CCCn1c(=O)c2c(cc(-c3ccccc3)[nH]2)n(CCC)c1=O	6.19	2008.0
CCCC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1	6.95	2004.0
Nc1nc2c(cnn2CCc2ccc(N(CCO)CCO)cc2)c2nc(-c3ccco3)nn12	9.92	2002.0
CCCn1cc2c(n1)nc(NC(=O)Nc1ccc(Cl)c(Cl)c1)n1nc(-c3ccco3)nc21	6.4	2002.0
OCC1OC(n2cnc3c2ncnc3NCCCc2ccccc2)C(O)C1O	5.69	2021.0
N#Cc1c(N)nc2c(c1-c1ccccc1)oc1c2cccc1	7.22	2010.0
Nc1nc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)nc2nc(-c3ccco3)nn12	6.67	2011.0
CCN(C(C)=O)c1c2sc(NC(=O)c3ccc(C(=O)N(C)CCOC)cc3)nc2c(OC)cc1	7.58	2010.0
Cc1csc(-c2nc(N)c3cc(CN4CCOCC4)sc3n2)n1	6.68	2011.0
CCOC(=O)c1cnc(NC(C)C)n2nc(-c3ccco3)nc12	6.99	2014.0
CC(C)CCn1cc2c(n1)nc(NC(=O)Cc1ccc(F)cc1)n1nc(-c3ccco3)nc21	8.43	2009.0
N#CC1=C(NC(=O)CSc2ncc(C#N)c(N)n2)SC2CCCCC12	5.21	2010.0
CCOC(=O)CCC(Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)C(=O)OCC	5.57	2021.0
CC(C)(C)OC(=O)NCC1CCC(CNc2nc3nc(-c4ccco4)nn3c(N)n2)CC1	7.16	2011.0
O=C(CCC1CCCC1)Nc1nc(NC2CCCC2)c2ncn(C3OC(CO)C(O)C3O)c2n1	5.66	2004.0
Cn1cc2c(n1)nc(NC(=O)Nc1cocc1)n1nc(-c3ccco3)nc21	6.4	2006.0
Cn1cc2c(n1)nc(NC(=O)c1ccccc1)n1nc(-c3ccccc3)nc21	6.49	2010.0
CC(C)Nc1nc2nc(-c3ccco3)nn2c(NC(=O)Nc2ccccc2)n1	7.06	2016.0
Nc1nc2c(cnn2CCCc2ccc(C(=O)O)cc2)c2nc(-c3ccco3)nn12	8.33	2002.0
Cc1cc(C)cc(-c2nnc(N)nc2-c2ccccc2)c1	7.67	2012.0
COc1cc(-c2nc3c([nH]2)n(C)c(=O)n(C)c3=O)ccc1OCCN1CCCCC1	6.16	2009.0
Nc1nc(OCCCc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O	6.3	1991.0
O=C(Nc1nc(-c2ccco2)c(-c2ccncc2)nc1)C1CCCC1	6.84	2011.0
Cc1cccnc1CNC(=O)c1cc(-c2cc(Cl)ccc2)nc(N)n1	7.64	2009.0
Cn1c(=O)c2c(cc(-c3ccc(OCC(=O)N4CCN(c5ccc(C#N)cc5)CC4)cc3)[nH]2)n(C)c1=O	6.45	2008.0
COc1c2oc(=O)c(-c3ccc([N+](=O)[O-])cc3)cc2ccc1	4.23	2020.0
COc1c2nc(NC(=O)c3ccc(F)cc3)sc2c(N(CC(F)(F)F)C(C)=O)cc1	7.46	2010.0
CN(C)CCn1ncc2c1nc(N)n1c(=O)n(Cc3cc(Cl)ccc3)nc21	8.28	2011.0
CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5ccc(OCCOC)cc5)CC4)nc32)C(O)C1O	7.25	2015.0
Nc1c2nc(-c3ccco3)sc2nc(NCc2cccnc2)n1	10.595	2018.0
CCC(=O)NC1CC(n2cnc3c2nc(NCCc2cn(C(C)C)cn2)nc3NC(CC)CC)C(O)C1O	8.1	2010.0
CSCCn1c(=O)c2c([nH]c(Cc3cccs3)n2)n(Cc2ccco2)c1=O	5.68	2009.0
Nc1nc2c(cnn2CCc2ccc(-c3ccccc3)cc2)c2nc(-c3ccco3)nn12	8.96	2008.0
COC(=O)c1cccc(CSc2nc(N)c(C#N)c(-c3cocc3)c2C#N)c1	7.02	2019.0
Cc1ccc(Nc2nc(CSC(C)C(=O)NCc3ccccc3Cl)nc(N)n2)cc1	5.22	2010.0
COc1cccc2c1nc(N)n1nc(CN3CCN(c4ncccn4)CC3C)nc21	7.58	2015.0
CNC(=O)C1[Se]C(n2cnc3c2nc(Cl)nc3NCc2cc(Cl)ccc2)C(O)C1O	6.62	2017.0
COCCC1CCCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1	6.56	2009.0
CNc1ncc(C(=O)NC(c2ccccc2)c2ccccc2)c2nc(-c3ccco3)nn12	7.21	2018.0
COc1c2nc(NC(=O)C(C)(C)Oc3ccccc3F)sc2c(N2CCOCC2)nc1	7.68	2017.0
Cn1nc(-c2cnc3ccc(F)cn23)c2c1cc(C(=O)N1CCCCCC1)cc2	8.4	2015.0
COC1CN(c2nc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)ccc2)C1	9.33	2008.0
c1ccc(-c2nc3c([nH]c(-c4ccccc4)n3)c(-c3ccccc3)n2)cc1	7.18	2006.0
CCC(=O)Nc1cc(-c2cscc2)nc(-c2cscc2)n1	7.2	2011.0
CN1CCN(S(=O)(=O)c2ccc(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2)CC1	8.42	2002.0
CCCn1c(=O)c2c([nH]c(-c3ccc(OCc4nc(-c5cc(Cl)ccc5)no4)cc3)n2)n(CCC)c1=O	6.39	2005.0
CNc1nc2nc(-c3ccco3)nn2c(NC(=O)Cc2ccccc2)n1	6.52	2016.0
Cn1c(=O)c2c(cc(-c3ccc(OCC(=O)N4CCN(c5ccc(Cl)cc5)CC4)cc3)[nH]2)n(C)c1=O	6.4	2008.0
c1ccc(Nc2nc3c(ncnc3N3CCNCC3)s2)cc1	5.04	2016.0
Nc1nc(OCCc2c[nH]c3c2cccc3)nc2c1ncn2C1OC(CO)C(O)C1O	7.35	1991.0
COc1cc(-n2c(=O)n(-c3c(OC)cccc3)c3c2nc(NC2CC2)nc3)ccc1	5.29	2009.0
O=C(NCC1CC1)C1SC(n2cnc3c2nc(Cl)nc3NCc2cc(I)ccc2)C(O)C1O	5.65	2006.0
CCCn1c(=O)c2c(c(O)c(-c3ccc(C(=O)O)cc3)[nH]2)n(CCC)c1=O	6.03	2008.0
Nc1ncnc2c1nc(Br)n2C1CCCC1	5.72	2009.0
CN(C)c1nc2c(cccc2)n2nc(-c3ccco3)nc12	6.51	2008.0
COc1c2nc(N)nc(C(=O)NCc3nc(COc4c(F)cccc4)ccc3)c2ccc1	9.7	2016.0
CCC(=O)Nc1cc(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1	6.37	2011.0
COc1c2nc(NC(=O)C3(C)CCC(C)(O)CC3)sc2c(N2CCOCC2)cc1	8.835	2017.0
CCCn1c(=O)c2c(c(Cl)c(-c3ccc(OCC(=O)Nc4cc(F)ccc4)cc3)[nH]2)n(CCC)c1=O	6.61	2006.0
O=C(NC1CC1)C1SC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O	6.49	2006.0
Nc1nc(N2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)nc2c1nc(-c1ccco1)s2	8.24	2020.0
N#Cc1c(-c2ccccc2)nc(NC(=O)c2ccco2)s1	6.54	2010.0
COc1ccc(C=NNc2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)cc1	6.16	1992.0
CCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)n2)n(CCCOC)c1=O	7.06	2009.0
Nc1c2cc(CN3CC=CCC3)sc2nc(-c2cocn2)n1	6.62	2011.0
Cc1cccnc1CNC(=O)c1cc(-c2ccccc2)nc(N)n1	8.22	2009.0
CC(C)n1cc2c(Cl)nc(NC(=O)c3ccc(C(F)(F)F)cc3)nc2n1	5.57	2014.0
CCCn1c(=O)c2c([nH]c(C34CCC(C(=O)O)(CC3)CC4)n2)n(CCC)c1=O	5.97	2006.0
COc1cc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)ccc1	6.93	2013.0
CCCn1c(=O)c2c(cc(-c3ccc(OCC(=O)N4CCN(c5ccccc5)CC4)cc3)[nH]2)n(CCC)c1=O	6.79	2008.0
Nc1nc2c(cnn2CCCc2ccc3OCOc3c2)c2nc(-c3ccco3)nn12	8.48	1998.0
O=C(CCN1C(=O)c2c(cccc2)C1=O)Nc1nc2c(cccc2)s1	5.3	2012.0
Cc1csc(-c2coc3c(ccc(O)c3)c2=O)n1	5.7	2014.0
O=C(Nc1nc2c(ncnc2Cl)s1)c1ccccc1	5.82	2016.0
CCSc1nc(N)nc(-c2ccccc2)n1	8.3	2006.0
COCCOc1ccc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccccc5)nc43)CC2)cc1	8.43	2007.0
Nc1nc2c(ncn2Cc2cc(C(=O)O)ccc2)c(-c2ccco2)n1	5.39	2008.0
O=C(COCc1ccccc1)Nc1n[nH]c(-c2ccccc2)n1	5.3	2012.0
O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Cl)cc3)nn12	5.51	2011.0
CCCn1c(=O)c2c([nH]c(-c3cn(Cc4cccc(F)c4)nc3)n2)n(CC)c1=O	5.6	2008.0
COCCOc1ccc2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)Cc2c1	8.29	2008.0
Nc1c2nc(-c3ccco3)sc2nc(NCCc2ccccc2)n1	7.593333333333334	2016.0
CC(O)CNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12	6.87	2012.0
Nc1c2nc(NC(=O)c3ccccc3)c3nn(-c4ccccc4)c(=O)n3c2ccc1	5.31	2006.0
Oc1c(Br)cc2[nH]c3c(ccnc3)c2c1Br	5.31	2007.0
CCN(C(C)=O)c1c2sc(NC(=O)c3ccc(C(=O)OC)cc3)nc2c(OC)cc1	6.77	2010.0
O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CC1	6.72	2004.0
CCn1nnc(C2OC(n3cnc4c3ncnc4NCc3cccc(I)c3)C(O)C2O)n1	7.78	2017.0
CCC(Nc1nc(Cl)nc2c1ncn2C1C(O)C(O)C2(CO)CC12)C1CC1	5.630000000000001	2016.0
Cn1c(=O)c2c(nc3N(Cc4cccs4)CCCn32)n(C)c1=O	5.7	2019.0
CONc1c2ncn(C3OC(CO)C(O)C3O)c2nc(C#C[Si](C)(C)C)n1	5.24	2007.0
Cc1cccc(Nc2nc(-c3cc(C#N)ccc3)c(-n3ccnc3C)s2)n1	6.76	2005.0
COCCCn1c(NC(=O)c2cc(OC)ccc2)nc2c1ccc(C(=O)NCc1cccc(OC)c1)c2	5.62	2010.0
CCCCC=Cc1nc2c(ncn2C2SCC(O)C2O)c(N)n1	7.14	2010.0
Cn1c(-c2ccco2)nc2c1ncnc2NC(=O)Cc1ccccc1	6.96	2013.0
CCCN1C(=O)N2CC(CC)N=C2c2c1nc(C13CCC(O)(CC1)CC3)[nH]2	5.36	2006.0
CCCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(CCc5ccccc5)CC4)cc3)[nH]2)c1=O	6.57	2009.0
CCCn1c(=O)c2c([nH]c(C34CCC(C(=O)OC)(CC3)CC4)n2)n(CCC)c1=O	6.04	2006.0
Nc1c2cc(CN3CCCC3)sc2nc(-c2ccc(Br)o2)n1	7.65	2011.0
CCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)Nc4nocc4)cc3)n2)n(CCCOC)c1=O	6.67	2009.0
CCc1nc2c(scc2)c(-c2ccco2)n1	7.52	2008.0
CCCn1c(=O)c2c(cc(-c3ccc(OCC(=O)Nc4c(O)cccc4)cc3)[nH]2)n(CCC)c1=O	7.49	2006.0
N#Cc1c(-c2ccco2)cc(-c2ccccc2)nc1N	7.72	2008.0
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCCc4ccccn4)nc32)c1	7.11	2009.0
Nc1c2cc(CN3CCCC3)sc2nc(-c2ccc(Cl)o2)n1	7.65	2011.0
CCOC(=O)c1c(NC(=O)c2c(N(C)C)nc(Nc3ccc(C)cc3)s2)sc2c1CCCC2	4.75	2015.0
Cc1c(C)c2c(nc(NC(=O)c3ccccc3)nc2O)s1	6.19	2019.0
CCCn1c(=O)c2c(nc(C=Cc3cc(OC)c(OC)cc3)n2C)n(CCC)c1=O	8.075	2000.0
CCCNC(=O)C1OC(n2cnc3c2ncnc3N)C(O)C1O	6.68	2012.0
Cc1cccc(-c2cc(-c3ccccc3)nc(N)c2C#N)c1	6.89	2008.0
CCn1nnc(C2OC(n3cnc4c3nc(Cl)nc4NC3CC4CCC3C4)C(O)C2O)n1	6.79	2015.0
Nc1nc(NCC2CCN(CC(=O)Nc3ccc(S(N)(=O)=O)cc3)CC2)nc2c1nc(-c1ccco1)s2	8.7	2020.0
CCCn1c(=O)c2c([nH]c(-c3cc(OCC(=O)c4ccc(C(C)=O)cc4)nn3C)n2)n(CCC)c1=O	7.06	2006.0
Cc1csc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)n1	8.66	2009.0
CCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1	6.72	2011.0
COc1ccc(-n2nc3c(NC(=O)c4ccccc4)nc4c(cccc4)n3c2=O)cc1	5.45	2006.0
Clc1ccc(C#Cc2nc(NC3CCOC3)c3[nH]cnc3n2)s1	5.62	2018.0
CCOC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1	5.71	2006.0
O=C(c1ccc2c(c1)nnn2-c1cnc2ccc(F)cn12)N1CCCCCC1	7.14	2015.0
Nc1nc(-c2ccco2)c2nnn(Cc3cccs3)c2n1	8.64	2009.0
O=c1oc2c(cccc2O)cc1-c1ccccc1	4.37	2020.0
Cn1cc2c(n1)nc(NC(=O)Cc1ccc3ccccc3c1)n1nc(-c3ccco3)nc21	7.11	2009.0
Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1	7.64	2019.0
CCNC(=O)C1SC(n2cnc3c2nc(Cl)nc3NCc2ccccc2C)C(O)C1O	6.37	2006.0
COc1cc(CC(=O)Nc2nc(-c3ccccn3)nc(-n3nc(C)cc3C)c2)cc(OC)c1	9.0	2008.0
C=Cn1ncc2c1nc(N)n1c(=O)n(Cc3cccc(Cl)c3)nc21	9.4	2011.0
Cn1c(=O)c2c(nc3N(Cc4c(F)cccc4)CCCn32)n(C)c1=O	5.92	2019.0
Cn1cc2c(Cl)nc(N(C(=O)c3ccccc3)C(=O)c3ccccc3)nc2n1	4.76	2014.0
Nc1c2nc(-c3cccs3)sc2nc(NCc2cccs2)n1	7.876666666666666	2018.0
Nc1nc2c(cccc2)n2c(=O)c(-c3ccccc3)nn12	6.87	2007.0
CNC(=O)C12CC1C(n1cnc3c1ncnc3NCc1cc(I)ccc1)C(O)C2O	5.21	2005.0
